xr,yr,score,Living,Kitchen,Bathroom,Bedroom
8.350000000000005,7.299999999999998,71.20036632537298,20.167065725055537,12.06292199747203,28.614044701471922,29.55320135832784
8.350000000000005,7.399999999999998,41.336831257526285,18.07066515674213,6.897686545052954,25.04719846611298,22.43544288910314
8.400000000000006,6.75,53.92791985848714,9.874528754198979,8.08991175468999,23.64315844612493,30.386573388951664
8.400000000000006,6.85,90.98710700014266,13.078530165464787,10.605530307950888,27.148140188985774,35.60876544839099
8.400000000000006,6.7,39.37193075048316,13.353972089258082,7.941511336363797,19.9424807975285,26.962307998723794
8.400000000000006,6.8,72.81567218994519,9.957718531737838,9.46198249982393,26.03817858753225,33.37812934664199
8.400000000000006,6.8999999999999995,104.99900043749687,16.462855548527717,11.004167168573373,27.100246377186814,37.1643847272627
8.400000000000006,6.949999999999999,112.71897813623224,18.98123577169653,10.640130556654215,25.838767804520533,38.152085626605356
8.400000000000006,6.999999999999999,114.02276453789295,20.801549826792435,9.78261451858369,23.149679294387326,38.64957776672665
8.400000000000006,7.099999999999999,111.59142963586406,22.99544017291454,9.552072565766435,21.370698689107073,38.35648581215773
8.400000000000006,7.049999999999999,111.57549335637877,22.10391872105282,9.150056328691198,19.81250664001141,38.70820703439193
8.400000000000006,7.199999999999998,109.5071025824757,23.75774203982017,11.828469900322231,27.688743380082954,36.38511355851273
8.400000000000006,7.149999999999999,112.48241039971063,23.5362999703054,10.750894139171285,25.19582542431534,37.59582528317476
8.400000000000006,7.249999999999998,100.87989819021621,23.672319270499962,12.237717755237519,28.872840356081014,34.60788913272704
8.400000000000006,7.299999999999998,86.23242577186824,23.280144670991277,11.7367459782365,28.916751841292584,32.01223194612586
8.450000000000006,6.7,38.38377536969325,7.0480849957821965,7.657670380623719,18.00395695466102,28.22259556534423
8.400000000000006,7.349999999999998,67.15379825427891,22.57344149571738,10.08904953233012,27.795008671743105,28.291947445880695
8.400000000000006,7.399999999999998,47.56937379779339,21.54142166930997,6.962603632525638,25.267895461743535,23.555707856679554
8.450000000000006,6.75,57.44624334365656,11.023465559612891,8.042493668358464,22.72763322222246,31.52106345829219
8.450000000000006,6.8,78.748132786421,15.601299880730195,9.83724593061411,25.576283669298647,34.08565503065923
8.450000000000006,6.85,97.81541242249727,19.011206009299883,11.208412943922838,26.897664441543533,36.00500488317033
8.450000000000006,6.949999999999999,119.78625812924119,23.203294014615366,11.230898349179395,25.68344846545012,38.323192106947396
8.450000000000006,6.999999999999999,121.36982616694378,24.467128996769393,9.96461226663948,22.757330456265667,38.86589084116041
8.450000000000006,6.8999999999999995,111.94864512075999,21.447492551487876,11.68020434102038,26.947448050623585,37.390022476126305
8.450000000000006,7.099999999999999,121.18890580076177,25.91147135657911,7.862949588829707,20.309424856382353,38.94900659028843
8.450000000000006,7.149999999999999,125.08970431037577,26.195517327865527,9.01033474567848,24.848515685629913,38.52538485729944
8.450000000000006,7.049999999999999,119.26248243774286,25.348220213750096,8.389278789017911,18.41950519760762,39.06445557450303
8.450000000000006,7.249999999999998,118.8070363141762,26.000192107767578,11.357784733302289,28.880120137898757,36.56792758083165
8.450000000000006,7.199999999999998,125.06621538087578,26.221910401586047,10.508807716795614,27.590692069718617,37.76151963139813
8.450000000000006,7.299999999999998,105.38508241026415,25.531064885087172,11.248032166505727,28.972543386934298,34.765351540822984
8.500000000000007,6.7,49.41777576165874,13.432696073852243,6.636256392374803,15.175874496632662,31.325789056465116
8.500000000000007,6.75,68.07701941337713,16.042896494725525,7.709813935398687,21.371750667301846,33.5514143428927
8.450000000000006,7.349999999999998,85.2279230517002,24.808733428488793,9.97869503685536,27.858119583799144,32.03381612206065
8.450000000000006,7.399999999999998,61.39165890269184,23.82304971997147,7.129349791565015,25.258622257522187,28.05203253097099
8.500000000000007,6.8,88.24408521512362,19.183054994373855,10.08539534234959,24.845559599432356,35.33997365147358
8.500000000000007,6.85,105.95868400135643,21.772914851169716,11.63919204352693,26.46376766117694,36.75534093393964
8.500000000000007,6.8999999999999995,119.02456366540997,23.730620205156065,12.124888894748748,26.6810044514919,37.84645124537914
8.500000000000007,6.949999999999999,126.36329133685695,25.174723299412012,11.565854572573361,25.501091141604213,38.64879803198221
8.500000000000007,7.099999999999999,129.02042122853732,27.317907839266205,5.143550616374655,18.706088164063377,39.58866914071359
8.500000000000007,7.049999999999999,125.93430073445414,26.908345297526985,7.320482937726798,16.9409537784386,39.501989985094056
8.500000000000007,7.199999999999998,138.1892146925723,27.38234600286576,8.766993677543745,27.202930274411536,39.00090063091802
